,autore_source,autore_target
0,2320478792,321385733
1,821879334,321385733
2,465921722,321385733
3,421247059,321385733
4,831981618,321385733
5,1006510829649518592,321385733
6,3009283112,321385733
7,107517248,321385733
8,460611317,321385733
9,2755206512,321385733
10,1000843531286609920,321385733
11,25107934,321385733
12,1857099379,321385733
13,4922973107,321385733
14,1061264227,321385733
15,2527780688,321385733
16,1131193927,321385733
17,30820949,321385733
18,838396236008914944,321385733
19,824173479624896513,321385733
20,3022844337,321385733
21,528694205,321385733
22,2442430409,321385733
23,1440800910,321385733
24,593966072,321385733
25,1101507421527252993,321385733
26,962692920171270144,321385733
27,1035376896,321385733
28,271838807,321385733
29,2549528592,321385733
30,2272715355,321385733
31,742773156843257856,321385733
32,1683455144,321385733
33,3305939879,321385733
34,1610780311,321385733
35,3307303701,321385733
36,4851430133,321385733
37,2267288613,321385733
38,213752633,750419127655858176
39,1042906497129361408,860917372835827716
40,598772700,860917372835827716
41,273897097,860917372835827716
42,440247035,860917372835827716
43,1219944530,860917372835827716
44,873992653704220676,860917372835827716
45,1042906497129361408,943090421928005632
46,354778269,943090421928005632
47,600073468,943090421928005632
48,330554495,943090421928005632
49,438431990,943090421928005632
50,22188018,943090421928005632
51,165143517,943090421928005632
52,2665337999,943090421928005632
53,273897097,943090421928005632
54,96576495,943090421928005632
55,1000843531286609920,943090421928005632
56,2178600592,943090421928005632
57,1222676508,943090421928005632
58,2872974977,943090421928005632
59,1056575225456943106,943090421928005632
60,1161191406,943090421928005632
61,1926324451,943090421928005632
62,953611915040837633,943090421928005632
63,497188910,943090421928005632
64,179871513,943090421928005632
65,765979700808286208,943090421928005632
66,102158193,943090421928005632
67,961225983050289152,943090421928005632
68,73418713,943090421928005632
69,2267288613,943090421928005632
70,1219944530,943090421928005632
71,951558069439356933,943090421928005632
72,2946336285,943090421928005632
73,4085520207,943090421928005632
74,982925389919080448,943090421928005632
75,1029467541624770561,943090421928005632
76,1042906497129361408,873992653704220676
77,2383579672,873992653704220676
78,1032721204312985602,873992653704220676
79,856920898846240771,873992653704220676
80,384818191,873992653704220676
81,345322343,873992653704220676
82,1090595328460509190,873992653704220676
83,73418713,873992653704220676
84,717476420,873992653704220676
85,1219710872,873992653704220676
86,2535751839,873992653704220676
87,4900894731,873992653704220676
88,1060477256,873992653704220676
89,978660801241403392,873992653704220676
90,896048840947765249,873992653704220676
91,710245497194323969,873992653704220676
92,1668915986,873992653704220676
93,1524453986,873992653704220676
94,856041932832874497,873992653704220676
95,982973540310880256,873992653704220676
96,1159915009,873992653704220676
97,20247603,873992653704220676
98,2490640097,873992653704220676
99,48677821,873992653704220676
100,1029467541624770561,873992653704220676
101,125374717,873992653704220676
102,3357308483,873992653704220676
103,2523336293,873992653704220676
104,100878763,873992653704220676
105,2464828514,873992653704220676
106,580096126,873992653704220676
107,1073339297355456512,873992653704220676
108,808310822854393856,873992653704220676
109,821879334,873992653704220676
110,1109810381831225344,873992653704220676
111,2941915384,873992653704220676
112,1155078350,873992653704220676
113,3243517432,873992653704220676
114,951064045586714624,873992653704220676
115,977960755919228928,873992653704220676
116,351555225,873992653704220676
117,438431990,873992653704220676
118,330554495,873992653704220676
119,96576495,873992653704220676
120,765979700808286208,873992653704220676
121,726673795,873992653704220676
122,487711174,873992653704220676
123,3073944291,873992653704220676
124,3872089702,873992653704220676
125,2954454747,873992653704220676
126,2872974977,873992653704220676
127,1090595970247725056,873992653704220676
128,2267288613,873992653704220676
129,801499650222129153,873992653704220676
130,118978778,873992653704220676
131,4851430133,873992653704220676
132,440247035,873992653704220676
133,981843302432608257,873992653704220676
134,484592863,873992653704220676
135,3888819677,873992653704220676
136,355265834,873992653704220676
137,837011866517917697,873992653704220676
138,2804233346,873992653704220676
139,994148481773309957,873992653704220676
140,1042906497129361408,982973540310880256
141,998138210,982973540310880256
142,2885743858,982973540310880256
143,715644689622372352,982973540310880256
144,3327831430,982973540310880256
145,1063806444380798976,982973540310880256
146,860917372835827716,982973540310880256
147,84323559,29045944
148,1227357090,29045944
149,23809064,29045944
150,733611956,29045944
151,1049042453188288515,29045944
152,839211445401309186,29045944
153,3360214281,29045944
154,1055494906133839874,29045944
155,836562475,29045944
156,347844883,29045944
157,3590404697,29045944
158,117701249,29045944
159,1051577259755298817,29045944
160,799567753191493632,29045944
161,987341329,29045944
162,1336254342,29045944
163,842750240641957888,29045944
164,1344821516,29045944
165,834950870,29045944
166,793367160341094400,29045944
167,29442185,29045944
168,713448101785288708,29045944
169,745207130207170560,29045944
170,291763976,29045944
171,4284959421,29045944
172,406516558,29045944
173,477677738,29045944
174,941335194,29045944
175,83426092,29045944
176,2723029636,29045944
177,489421781,29045944
178,1095623755613777920,29045944
179,3012633316,29045944
180,977300186279137281,29045944
181,591323175,29045944
182,1680356766,29045944
183,1048885219598774272,29045944
184,495103388,29045944
185,962692920171270144,29045944
186,765974953925771266,29045944
187,1066603470,29045944
188,3613396888,29045944
189,911031153506885632,29045944
190,805346176291766272,29045944
191,3045127324,29045944
192,1912288435,29045944
193,254725263,29045944
194,405792460,29045944
195,503158393,29045944
196,1089576200190808064,29045944
197,1334700804,29045944
198,497114831,29045944
199,2759248436,29045944
200,1430706456,29045944
201,4478073616,29045944
202,956218128,29045944
203,1034876533,29045944
204,2956358817,29045944
205,2888954098,29045944
206,776159898849648640,29045944
207,353811477,29045944
208,1053136717,29045944
209,1183790352,29045944
210,972904701888028674,29045944
211,369728921,29045944
212,88190179,29045944
213,414895289,29045944
214,750670310,29045944
215,421758109,29045944
216,960452408,29045944
217,78540427,29045944
218,520641264,29045944
219,787083474,29045944
220,506393031,29045944
221,439855752,29045944
222,1208988355,29045944
223,1088807736521957379,29045944
224,121756913,29045944
225,722635898,29045944
226,1043499924057415682,29045944
227,22343118,29045944
228,2397844595,29045944
229,4919837110,29045944
230,2283375104,29045944
231,123514831,29045944
232,806506187743264769,29045944
233,68175251,29045944
234,92807485,29045944
235,732852871,29045944
236,1004874680,29045944
237,2335442976,29045944
238,931597488,29045944
239,1278876480,29045944
240,212947664,29045944
241,971351566325370881,29045944
242,925716921093443585,29045944
243,189578326,29045944
244,4098568763,29045944
245,477757835,29045944
246,921489926138531841,29045944
247,473883949,29045944
248,106725829,29045944
249,191448309,29045944
250,416607721,29045944
251,171941344,29045944
252,760548711701282816,29045944
253,2718779010,29045944
254,971323446507589632,29045944
255,522542520,29045944
256,462108797,29045944
257,836339542865166339,29045944
258,538974085,29045944
259,455200915,29045944
260,935550883420622848,29045944
261,475930507,29045944
262,1195190246,29045944
263,1005829610813173760,29045944
264,410670959,29045944
265,437754476,29045944
266,820923921579081728,29045944
267,1332185558,29045944
268,45656128,29045944
269,2986885877,29045944
270,594076407,29045944
271,1426157994,29045944
272,379347952,29045944
273,2207177382,29045944
274,2850225399,29045944
275,433754193,29045944
276,41544005,29045944
277,465463934,29045944
278,582189209,29045944
279,4701604704,29045944
280,498090294,29045944
281,1035622659537690624,29045944
282,22659500,29045944
283,429312499,29045944
284,49936756,29045944
285,289427111,29045944
286,986627044699267073,29045944
287,520536260,29045944
288,2520582142,29045944
289,999358789219487744,29045944
290,2361085425,29045944
291,1299394213,29045944
292,77996203,29045944
293,350185218,29045944
294,329937650,29045944
295,720969363445166084,29045944
296,78115225,29045944
297,425699152,29045944
298,2871351407,29045944
299,918457041894690816,29045944
300,578825573,29045944
301,887011620895023104,29045944
302,970647556899377152,29045944
303,864953899,29045944
304,827610898659418112,29045944
305,433418060,29045944
306,592489826,29045944
307,1032691285,29045944
308,998860174273245184,29045944
309,593966072,29045944
310,424322762,29045944
311,2646545634,29045944
312,746773661835747328,29045944
313,805700096201461760,29045944
314,4008335602,29045944
315,183287158,29045944
316,1010525673469988864,29045944
317,36636510,29045944
318,116186320,29045944
319,2364487620,29045944
320,2536811147,29045944
321,512463968,29045944
322,2588051975,29045944
323,2349348009,29045944
324,482231012,29045944
325,454018747,29045944
326,380526746,29045944
327,148483413,29045944
328,20856527,29045944
329,2888908630,29045944
330,1377648151,29045944
331,999596295525453824,29045944
332,722919613,29045944
333,495412522,29045944
334,409427594,29045944
335,2408835762,29045944
336,854993240445112320,29045944
337,914522900,29045944
338,213242399,29045944
339,107737376,29045944
340,3317678944,29045944
341,1026526156852477952,29045944
342,1079154298456551425,29045944
343,963731901914734592,29045944
344,1522082250,29045944
345,952286133534281728,29045944
346,58480965,29045944
347,3882971183,29045944
348,1036643006,29045944
349,2262040708,29045944
350,2321981176,29045944
351,4702133172,29045944
352,1005980574,29045944
353,429085080,29045944
354,1093512139,29045944
355,771317289706749952,29045944
356,135554444,29045944
357,347194003,29045944
358,1645224056,29045944
359,605368327,29045944
360,2288712929,29045944
361,1168797480,29045944
362,2653838697,29045944
363,493870947,29045944
364,275228197,29045944
365,593519995,29045944
366,516504841,29045944
367,389104963,29045944
368,714028450659569664,29045944
369,1056242721504026627,29045944
370,263849020,29045944
371,971365242847617024,29045944
372,445018324,29045944
373,1038231816,29045944
374,541824556,29045944
375,635507004,29045944
376,481920011,29045944
377,516647086,29045944
378,17268435,29045944
379,410759889,29045944
380,20373953,29045944
381,981461593,29045944
382,1038350821883297792,29045944
383,964182090051932161,29045944
384,1342124510,29045944
385,207259950,29045944
386,27927840,29045944
387,172028905,29045944
388,702758072629010432,29045944
389,468585900,29045944
390,1198427719,29045944
391,825377039318401024,29045944
392,636824818,29045944
393,386987725,29045944
394,417070549,29045944
395,2983119910,29045944
396,96853674,29045944
397,802376185,3042456095
398,761512773490733056,3042456095
399,75360445,3042456095
400,1001196759950004225,3042456095
401,2780251631,3042456095
402,987171804,3042456095
403,596448800,3042456095
404,1638934124,3042456095
405,581095110,3042456095
406,853380282279448576,3042456095
407,2607311364,3042456095
408,2291046139,3042456095
409,605891406,3042456095
410,3037616567,3042456095
411,1092288374,3042456095
412,3397285408,3042456095
413,494192596,3042456095
414,858972996207353857,3042456095
415,1884331112,3042456095
416,806893841492152320,3042456095
417,499793852,3042456095
418,716346167358042112,3042456095
419,3946667362,3042456095
420,1448604812,3042456095
421,597797795,3042456095
422,2865751744,3042456095
423,189910406,3042456095
424,76371648,3042456095
425,500984145,3042456095
426,1001153693784444928,3042456095
427,1917855938,3042456095
428,3033554481,3042456095
429,193307696,3042456095
430,1000057974629552128,3042456095
431,1498570615,3042456095
432,4851430133,465921722
433,455266241,465921722
434,971004585233014784,1062937651
435,460061801,1062937651
436,8508192,1062937651
437,4824798082,1062937651
438,3619108397,1062937651
439,866705939172347904,1062937651
440,832590570925195266,403544693
441,256998498,403544693
442,200803896,403544693
443,3419853425,403544693
444,219088413,403544693
445,1462811894,403544693
446,498731998,403544693
447,229417740,403544693
448,73446558,403544693
449,2855607358,403544693
450,460427315,403544693
451,937318958,403544693
452,1556455656,403544693
453,971351566325370881,403544693
454,462427721,403544693
455,10350822,403544693
456,279957212,403544693
457,999596295525453824,403544693
458,365973612,403544693
459,628367790,403544693
460,833758854408187906,403544693
461,1112288142701330433,403544693
462,425344522,403544693
463,1155231451,403544693
464,507970638,403544693
465,1972520815,403544693
466,1088372962288390149,403544693
467,953901380,403544693
468,926175453584478208,403544693
469,2379187699,403544693
470,1002271543286693889,403544693
471,1095531864,403544693
472,460080666,403544693
473,920626381,403544693
474,577122218,403544693
475,947468198177312768,403544693
476,971057782412795905,403544693
477,918091624831442946,403544693
478,752854788899995648,403544693
479,389066091,403544693
480,1035708378,403544693
481,1336254342,403544693
482,435816868,403544693
483,742002390929444864,403544693
484,249762131,403544693
485,385014976,403544693
486,1231473788,403544693
487,618244710,403544693
488,114820022,403544693
489,904438754,403544693
490,1412628403,403544693
491,992664429606133761,403544693
492,728184625,403544693
493,283157909,403544693
494,489195441,403544693
495,2350100335,403544693
496,3076910169,403544693
497,881466829633449984,403544693
498,740277257424523264,403544693
499,3225190005,403544693
500,1247142956,403544693
501,1038941972,403544693
502,400545636,403544693
503,2465888051,403544693
504,1880399689,403544693
505,1037288737,403544693
506,593519995,403544693
507,3131617043,403544693
508,2723029636,403544693
509,288053060,403544693
510,445440172,403544693
511,4579400249,403544693
512,1032634359067619328,403544693
513,1055136217988325381,403544693
514,2378380248,403544693
515,729981130007531520,403544693
516,2360518479,403544693
517,1039255938,403544693
518,1433373996,403544693
519,1024533068395233280,403544693
520,451305585,403544693
521,539997390,403544693
522,354469724,403544693
523,1053136717,403544693
524,81028217,403544693
525,1064232619,403544693
526,774948642,403544693
527,275228197,403544693
528,45514913,403544693
529,959326999285325824,403544693
530,1026526156852477952,403544693
531,1224397711,403544693
532,955307550,403544693
533,403571688,403544693
534,1474855951,403544693
535,1050412943622529024,403544693
536,510323032,403544693
537,979997896203472896,403544693
538,1035399365467295744,403544693
539,164616607,403544693
540,22659500,403544693
541,926301210,403544693
542,1092727150535458816,403544693
543,365089731,403544693
544,482482938,403544693
545,50286263,403544693
546,908932184450437120,403544693
547,1065698616,403544693
548,474014663,403544693
549,1282508136,403544693
550,2256727137,403544693
551,178007983,403544693
552,391493436,403544693
553,13294452,403544693
554,441851951,403544693
555,478570521,403544693
556,3347455371,403544693
557,806572269778731008,403544693
558,968459856,403544693
559,2606389745,403544693
560,1163796132,403544693
561,258294816,403544693
562,465463934,403544693
563,21302947,403544693
564,929979326686261248,403544693
565,1912288435,403544693
566,856463903458504704,403544693
567,1386751423,403544693
568,2166335324,403544693
569,2933811321,403544693
570,402997564,403544693
571,915512946385653760,403544693
572,160540014,403544693
573,1022538426,403544693
574,476936806,403544693
575,577075542,403544693
576,252613210,403544693
577,826764168,403544693
578,984755956176343040,403544693
579,429683173,403544693
580,3090019191,871399518
581,295902036,2377487094
582,892352003845836800,2377487094
583,2812144456,2377487094
584,57320069,2377487094
585,755007897684340736,2377487094
586,1007322592364122112,2377487094
587,896465830640275458,2377487094
588,860917372835827716,2377487094
589,592269529,2377487094
590,730116701589753857,2377487094
591,1069252327654268928,2377487094
592,23042159,2377487094
593,2313764153,2377487094
594,3928901475,2377487094
595,2267288613,2377487094
596,73504577,2377487094
597,4085520207,2377487094
598,872114795851517952,2377487094
599,857709675885858816,2377487094
600,1072128337009627137,2377487094
601,350810508,2377487094
602,1022971756754157569,2377487094
603,831981618,2377487094
604,942438985766461440,2377487094
605,1074110762,2377487094
606,1360232480,2377487094
607,866545994577608704,2377487094
608,96576495,2377487094
609,824215230846791680,2377487094
610,2847028163,2377487094
611,1063284314,2377487094
612,714382420,2377487094
613,62285317,2377487094
614,2535751839,2377487094
615,273897097,2377487094
616,2387298926,2377487094
617,20247603,2377487094
618,2272715355,2377487094
619,772532983219847168,2377487094
620,476053480,2377487094
621,538358467,2377487094
622,3422534909,2377487094
623,1028603772807901184,2377487094
624,415666601,2377487094
625,585968039,2377487094
626,2715689925,831463860532027392
627,466529198,831463860532027392
628,457889747,831463860532027392
629,4893362397,831463860532027392
630,48142375,831463860532027392
631,2464828514,831463860532027392
632,2322670973,831463860532027392
633,119748026,831463860532027392
634,1063806444380798976,831463860532027392
635,3676295055,831463860532027392
636,3327831430,831463860532027392
637,2885743858,831463860532027392
638,982973540310880256,831463860532027392
639,122976053,1063806444380798976
640,730116701589753857,1063806444380798976
641,939798082207797249,1063806444380798976
642,3888819677,1063806444380798976
643,1038380412,492325083
644,160318761,492325083
645,946645020,492325083
646,503061875,492325083
647,750670310,492325083
648,200604184,492325083
649,976219446221201408,492325083
650,506393031,492325083
651,983065508,492325083
652,212947664,492325083
653,1008739810339639296,492325083
654,800630640,492325083
655,968117608938721280,492325083
656,413968356,492325083
657,1133516726,492325083
658,270890866,492325083
659,3230801999,492325083
660,1249898532,492325083
661,2744895802,492325083
662,22610221,492325083
663,3014575779,492325083
664,4377139335,492325083
665,1079488896,492325083
666,371781632,492325083
667,1096169480328306688,492325083
668,1035399365467295744,492325083
669,806046063643725824,492325083
670,345591693,492325083
671,2536932407,492325083
672,438339383,492325083
673,763694739854090240,492325083
674,970988195772030976,492325083
675,898851116145946624,492325083
676,128004500,492325083
677,417070549,492325083
678,737243526983999488,492325083
679,1455785070,492325083
680,3213490474,492325083
681,464127310,492325083
682,1479071107,492325083
683,1140861840,492325083
684,3194573930,492325083
685,2379187699,492325083
686,2227239038,492325083
687,822241722,492325083
688,3077160676,492325083
689,271975332,492325083
690,2687289798,492325083
691,941772781,492325083
692,465484805,492325083
693,427694799,492325083
694,998997226067197952,492325083
695,3042840742,492325083
696,470917335,492325083
697,2436261898,492325083
698,94296425,492325083
699,425827155,492325083
700,971057782412795905,492325083
701,876035197002809344,492325083
702,3036384802,492325083
703,129424417,492325083
704,64789750,492325083
705,1004874680,492325083
706,720969363445166084,492325083
707,38415203,492325083
708,1336254342,492325083
709,924598487169290241,492325083
710,1247509453,492325083
711,3360214281,492325083
712,971444556502831105,492325083
713,470024028,492325083
714,498090294,492325083
715,832590570925195266,492325083
716,385014976,492325083
717,1098257082,492325083
718,1346382475,492325083
719,1462811894,492325083
720,1068644270968643584,492325083
721,1430706456,492325083
722,82837121,492325083
723,3657726321,492325083
724,1062776392327356417,492325083
