,autore_source,autore_target
0,1097892634075508743,39240661
1,373571553,39240661
2,1061256532778737664,39240661
3,3292511051,39240661
4,1011710093958811648,39240661
5,172048920,39240661
6,545522033,39240661
7,567613694,39240661
8,123615873,39240661
9,1054911576,39240661
10,130444884,39240661
11,324491904,39240661
12,371359485,39240661
13,481824392,39240661
14,592489826,39240661
15,1088762907477856258,39240661
16,383512231,39240661
17,142299168,39240661
18,960990521048162304,39240661
19,1189485959424987136,39240661
20,2821597763,39240661
21,939250620611080192,39240661
22,494844364,39240661
23,90845853,39240661
24,3021160966,39240661
25,1053369393550450693,39240661
26,107810622,39240661
27,2376041347,39240661
28,3833116763,39240661
29,405405136,39240661
30,1568913360,39240661
31,417145875,39240661
32,401001830,39240661
33,759717599328411648,39240661
34,1975150249,39240661
35,595891947,39240661
36,438798142,39240661
37,991052121637294081,39240661
38,945407058,39240661
39,2231793000,39240661
40,1043499924057415682,39240661
41,236126390,39240661
42,817843886378942464,39240661
43,1170979329892859905,39240661
44,399626186,39240661
45,1182966215049916416,39240661
46,1916262774,39240661
47,318965193,39240661
48,60116375,39240661
49,4211572535,39240661
50,356062091,39240661
51,1322247103,39240661
52,416142792,39240661
53,997382430,39240661
54,450654477,39240661
55,435059596,39240661
56,837642114544586752,39240661
57,968866753857163264,39240661
58,908731428124397568,39240661
59,707070701,39240661
60,2248454247,39240661
61,409962597,39240661
62,1160641035598540800,39240661
63,3208143473,39240661
64,499205974,39240661
65,1405603424,39240661
66,1109438189545107456,39240661
67,57638453,39240661
68,172697742,39240661
69,179698884,39240661
70,788381041975328768,39240661
71,856463903458504704,39240661
72,1035648571163521024,39240661
73,1036959080,39240661
74,770213977553047552,39240661
75,36353564,39240661
76,915512946385653760,39240661
77,2246148422,39240661
78,721595825416224768,39240661
79,1159123224782880768,39240661
80,255054094,39240661
81,377942752,39240661
82,890819750,39240661
83,971100097286197248,39240661
84,1127681675289419783,39240661
85,2828279840,39240661
86,837743712310542336,39240661
87,745207130207170560,39240661
88,1111694110119870464,39240661
89,815876630145101824,39240661
90,1377648151,39240661
91,114449712,39240661
92,486822096,39240661
93,865203344180219904,39240661
94,2987165649,39240661
95,1176848460,39240661
96,1210449845179301890,39240661
97,376298468,39240661
98,966592213,39240661
99,600150904,39240661
100,932638130401931264,39240661
101,519564892,39240661
102,1192200177039360002,39240661
103,3003254493,39240661
104,58789692,39240661
105,2903541269,39240661
106,3194573930,39240661
107,722635898,39240661
108,3433322345,39240661
109,338308174,39240661
110,1530871844,39240661
111,8356242,39240661
112,536244238,39240661
113,2322829068,39240661
114,236055365,39240661
115,330245226,39240661
116,416509445,39240661
117,1186204715278843904,39240661
118,3483220461,39240661
119,1004289348798484480,39240661
120,1179773631431401472,39240661
121,1022538426,39240661
122,337170481,39240661
123,953427813159153664,39240661
124,3245044990,39240661
125,1102525555130490880,39240661
126,366810365,39240661
127,772050153968721920,39240661
128,261223555,39240661
129,1540458222,39240661
130,2292449606,39240661
131,793367160341094400,39240661
132,3025514740,39240661
133,1498521200,39240661
134,1032691285,39240661
135,942293558,39240661
136,1018094313207672832,39240661
137,1000055083986554880,39240661
138,950667385,39240661
139,364485678,39240661
140,296156199,39240661
141,424322762,39240661
142,184882207,39240661
143,776159898849648640,39240661
144,1241110219,39240661
145,72129328,39240661
146,95295597,39240661
147,849941703570194432,39240661
148,18680083,39240661
149,1142667001,39240661
150,1426157994,39240661
151,2357250071,39240661
152,1010144072638582785,39240661
153,210822189,39240661
154,369177109,39240661
155,2606389745,39240661
156,2165588517,39240661
157,25477483,39240661
158,83084419,39240661
159,3793676127,39240661
160,2940600040,39240661
161,1101949093855809537,39240661
162,1044511480664780801,39240661
163,704035758991130625,39240661
164,1115512071221854208,39240661
165,411476842,39240661
166,1001386487705939968,39240661
167,837278820088623104,39240661
168,2510907513,39240661
169,4195964895,39240661
170,1961112673,39240661
171,1038063232848674816,39240661
172,535489255,39240661
173,373433979,39240661
174,837661589717282817,39240661
175,2491194481,39240661
176,1065203195486633984,39240661
177,1020249080444964864,39240661
178,1660889534,39240661
179,1010123313107099648,39240661
180,866705562049945600,39240661
181,632055368,39240661
182,140171566,39240661
183,828282371547996160,39240661
184,909423660921999360,39240661
185,372220527,39240661
186,2517546580,39240661
187,971478762100613127,39240661
188,22004738,39240661
189,1070045085784518656,39240661
190,962692920171270144,39240661
191,2616680851,39240661
192,15268727,39240661
193,341709957,39240661
194,1069830320,39240661
195,1544336527,39240661
196,546956225,39240661
197,288204711,39240661
198,1342961431,39240661
199,842469688676372481,39240661
200,422062831,39240661
201,451428588,39240661
202,932037526470131718,39240661
203,229805714,39240661
204,1095408091,39240661
205,974812265483468800,39240661
206,223215480,39240661
207,427298187,39240661
208,627845498,39240661
209,1009420195012792323,39240661
210,265360159,39240661
211,499917668,39240661
212,959901749837467654,39240661
213,135870067,39240661
214,1223264406,39240661
215,385420050,39240661
216,410564489,39240661
217,4286762296,4286762296
218,1061256532778737664,38032906
219,866705562049945600,38032906
220,1054863889152856066,38032906
221,571072141,38032906
222,822945321768644608,38032906
223,797782706,38032906
224,1123599001138487296,38032906
225,2505886409,38032906
226,63914324,38032906
227,421858288,38032906
228,4919837110,38032906
229,495280453,38032906
230,2436261898,38032906
231,558063929,38032906
232,467265563,38032906
233,2884807616,38032906
234,1893381247,38032906
235,2891226537,38032906
236,2376041347,38032906
237,722919613,38032906
238,45414016,38032906
239,1709198322,38032906
240,1137463952911343616,38032906
241,394598844,38032906
242,350731504,38032906
243,1158983174158016513,38032906
244,910186361940054018,38032906
245,1222843055042105345,38032906
246,927107869325103104,38032906
247,4060773759,38032906
248,1161416258081951744,38032906
249,971365242847617024,38032906
250,239943380,38032906
251,14824456,38032906
252,1220107966105473024,38032906
253,97681471,38032906
254,1048330632,38032906
255,765974953925771266,38032906
256,1080925821941018624,38032906
257,714673445,38032906
258,2903541269,38032906
259,834950870,38032906
260,2810028410,38032906
261,3137282110,38032906
262,602802570,38032906
263,560883286,38032906
264,605368327,38032906
265,2201962850,38032906
266,2540480404,38032906
267,2888006819,38032906
268,1007332756601425920,38032906
269,207642935,38032906
270,60116375,38032906
271,1322247103,38032906
272,828282371547996160,38032906
273,2536811147,38032906
274,435187030,38032906
275,2391536484,38032906
276,1039125363283173376,38032906
277,2248600961,38032906
278,1192453531896352768,38032906
279,748862663808221184,38032906
280,2696043929,38032906
281,1188471547100647424,38032906
282,2822300259,38032906
283,3435241492,38032906
284,1181902424954621954,38032906
285,499180521,38032906
286,237746105,38032906
287,499581721,38032906
288,1602864223,38032906
289,3040814175,38032906
290,763788442148999168,38032906
291,600325202,38032906
292,559696615,38032906
293,702758072629010432,38032906
294,2513339808,38032906
295,4263801316,38032906
296,1035648571163521024,38032906
297,408106530,38032906
298,806046063643725824,38032906
299,36353564,38032906
300,11288862,38032906
301,377942752,38032906
302,1221531445371572224,38032906
303,972904701888028674,38032906
304,3136356651,38032906
305,95295597,38032906
306,128880692,38032906
307,133485233,38032906
308,1275335743,38032906
309,285241486,38032906
310,1426157994,38032906
311,880819939103444992,38032906
312,2252341345,38032906
313,22988685,38032906
314,277571712,38032906
315,484751366,38032906
316,24388245,38032906
317,739803742602678272,38032906
318,1190525535702654976,38032906
319,748139485335011328,38032906
320,367833015,38032906
321,863085358296313857,38032906
322,1435807573,38032906
323,2156901516,38032906
324,476109357,38032906
325,1062682723595313153,38032906
326,1196427040813207552,38032906
327,597244391,38032906
328,438665248,38032906
329,1747593649,38032906
330,3433322345,38032906
331,986201144304259074,38032906
332,125101632,38032906
333,750813660134641664,38032906
334,1030336356,38032906
335,808215598488489984,38032906
336,4861481447,38032906
337,455667935,38032906
338,416509445,38032906
339,228772357,38032906
340,407009121,38032906
341,52509655,38032906
342,3001512121,38032906
343,1010525673469988864,38032906
344,816986102926049280,38032906
345,460061801,38032906
346,929270860283817985,38032906
347,781383422484897792,38032906
348,410895235,38032906
349,440129638,38032906
350,341066051,38032906
351,703163427947040769,38032906
352,1144977995259625473,38032906
353,150259017,38032906
354,966302477162303488,38032906
355,1022850722126352384,38032906
356,53400401,38032906
357,993451016392757248,38032906
358,1288406971,38032906
359,920932258407763969,38032906
360,997249015,38032906
361,709020928,38032906
362,50587941,38032906
363,439354768,38032906
364,972910983164432384,38032906
365,59746019,38032906
366,2391090577,38032906
367,2376747126,38032906
368,3567017117,38032906
369,511410005,38032906
370,1041068951244038145,38032906
371,3236319436,38032906
372,856463903458504704,38032906
373,1205980674,38032906
374,92764266,38032906
375,903258170214187010,38032906
376,1020398202065911808,38032906
377,4854022535,38032906
378,2150407082,38032906
379,1961251566,38032906
380,151390694,38032906
381,18680083,38032906
382,975761831905169409,38032906
383,2752704957,38032906
384,376498903,38032906
385,1052306374661689344,38032906
386,1094023119805825024,38032906
387,1199936856210706435,38032906
388,835045094860460032,38032906
389,1168797480,38032906
390,4785762898,38032906
391,1092288374,38032906
392,1053044102453968896,38032906
393,22610221,38032906
394,1556455656,38032906
395,131870353,38032906
396,61724815,38032906
397,434826176,38032906
398,971183564715945986,38032906
399,490242976,38032906
400,3194573930,38032906
401,1064232619,38032906
402,1972520815,38032906
403,133342361,38032906
404,817000627381432320,38032906
405,365400170,38032906
406,427694799,38032906
407,1101949093855809537,38032906
408,1217754288,38032906
409,1864374367,38032906
410,38406357,38032906
411,907216311658393601,38032906
412,864987347187847168,38032906
413,961904310908018689,38032906
414,4195964895,38032906
415,430172261,38032906
416,1117392086284869639,38032906
417,925716921093443585,38032906
418,1036603861786603520,38032906
419,2288712929,38032906
420,256707588,38032906
421,138772797,38032906
422,593596421,38032906
423,462427721,38032906
424,372220527,38032906
425,508709778,38032906
426,962692920171270144,38032906
427,390949967,38032906
428,1095408091,38032906
429,2283375104,38032906
430,907907828224012288,38032906
431,924611556024967168,38032906
432,227316021,38032906
433,1108396461467803650,38032906
434,1035399365467295744,38032906
435,384440283,38032906
436,2746384783,38032906
437,976652664,38032906
438,1544336527,38032906
439,817756892676161536,38032906
440,1198427719,38032906
441,500881322,38032906
442,951545291429249026,38032906
443,701071384777269248,38032906
444,947379128537411584,38032906
445,930443094,38032906
446,1334700804,38032906
447,908932184450437120,38032906
448,1079800282832343041,38032906
