,author.id,comunita
0,407167703,0
2,86209782,0
10,970712366,0
11,122664088,0
12,867380913918930944,0
13,70200237,0
14,3919085655,0
15,465809380,0
16,403702152,0
17,1000705081895989249,0
18,78861967,0
19,793615956,0
20,1038370219780190208,0
21,472889003,0
22,525557196,0
23,2973133581,0
24,408768371,0
25,704050235065167872,0
27,3379524945,0
29,1145372501750558720,0
30,529699177,0
31,2246115837,0
32,368016541,0
33,556121765,0
34,1327742143,0
35,1033451582,0
38,1094419860396957696,0
39,386464514,0
40,446134856,0
41,397898939,0
42,465856023,0
43,480831348,0
44,288861378,0
45,285161753,0
46,1102255209986904064,0
47,104837583,0
48,1568281034,0
49,1086549597126828032,0
50,1047182546084225026,0
53,1147945877585223680,0
54,959086635064406016,0
55,3609796935,0
56,1344446923,0
58,904400740428517379,0
59,3222243525,0
60,973573495228690432,0
61,1564017446,0
62,797048604,0
63,827154980993908736,0
64,994623908904099840,0
65,1163740767095013376,0
66,2371523049,0
68,195412452,0
69,285029800,0
70,102652586,0
71,409485017,0
72,829302445,0
73,189525062,0
74,804389066888409089,0
75,2976920728,0
76,1186325751286632450,0
77,2844042647,0
79,739813902721114112,0
80,377660882,0
82,317370987,0
84,2868029220,0
85,407114001,0
86,2885750859,0
88,282127980,0
89,402710105,0
90,457004967,0
91,2263023126,0
92,1493626927,0
93,1243114760025059329,0
94,1079753444561506305,0
96,1003379585847889920,0
97,242079571,0
98,1665800552,0
99,3247137697,0
100,246489770,0
101,4084717823,0
102,523499901,0
103,1279019447425085442,0
104,22123415,0
106,2824621412,0
107,721211319534428160,0
111,885548559101308928,0
113,1588279261,0
115,899200881761169408,0
118,1137019651,0
119,1148693324137734144,0
120,3092863371,0
121,1327646515,0
122,75043980,0
123,62107938,0
125,1107696915033014272,0
126,1035230581976649734,0
127,1239207777370767362,0
128,1191051696006410241,0
130,1650948674,0
131,1246782705959870465,0
140,3864256942,0
141,138026157,0
142,518864680,0
143,2582278304,0
144,384885948,0
146,946683898498514945,0
151,724028256,0
152,358051613,0
153,2367305492,0
155,952286516646154245,0
158,1019197565521285121,0
159,383375709,0
160,1017975031,0
186,1147835163176570880,0
193,332921113,0
207,965015004184563712,0
208,929793098540085249,0
210,30890619,0
214,1234964406754332674,0
234,851391300,0
241,387063209,0
264,1080150091825061888,0
285,1262043650726465539,0
289,1219211808831156225,0
290,355122344,0
296,481095935,0
297,3043949210,0
299,1165420249,0
307,808215598488489984,0
338,2501386686,0
345,982403090,0
373,934809157055799299,0
384,22004738,0
421,884023737745645572,0
459,320098628,0
460,1010600056582492160,0
472,98855762,0
473,1557586398,0
474,1068150741431435264,0
475,228772357,0
485,443815180,0
489,1231698101490081793,0
506,1170758436809842689,0
508,2435203469,0
517,1050589128,0
534,1274906077,0
536,3058694232,0
538,856781106468855808,0
543,219361447,0
560,470358794,0
562,117021402,0
565,1182035380893339648,0
566,969668587731456000,0
579,3008182149,0
590,521588255,0
591,3457278627,0
597,1154376875449507841,0
599,1228466690,0
604,603500693,0
605,1075123316594233345,0
607,934153929067302912,0
608,401568347,0
617,460030420,0
620,2243577362,0
638,269425726,0
639,557799576,0
640,568524421,0
641,1236214710787325952,0
647,1023986422582337537,0
663,337730822,0
672,52055301,0
673,429279647,0
674,887576396,0
676,976192823098781701,0
681,945689115416293376,0
687,1163801703466053638,0
688,131652638,0
689,940931797784899584,0
692,838888350287282177,0
694,2300163407,0
695,258396188,0
696,14494559,0
697,2960076419,0
698,255054094,0
701,345535835,0
717,1335203406,0
724,420696037,0
725,534619476,0
726,118635238,0
730,52023549,0
731,960992427627737089,0
732,2569816533,0
733,593519995,0
735,143102350,0
742,84969649,0
744,2157554042,0
772,2300078259,0
795,1446702582,0
797,320233314,0
798,976652664,0
801,2176267065,0
804,995400303712395267,0
805,1043355796845854722,0
816,337135931,0
836,1852821055,0
838,86197337,0
842,555043645,0
851,579701946,0
859,433754193,0
866,96779870,0
869,1101143169348104192,0
871,1976455508,0
872,462427721,0
900,1276488118548541446,0
955,827534299,0
960,378160204,0
961,871308654968004609,0
962,410904136,0
965,3182786127,0
972,628712945,0
973,1010279700210561025,0
974,2820362326,0
979,3004116784,0
981,1035399365467295744,0
992,2195640612,0
993,1129447967168114690,0
1002,443802975,0
1003,4338440062,0
1006,290758240,0
1007,3097040890,0
1008,1172978935,0
1021,1244656419460263948,0
1022,1242220825,0
1023,722635898,0
1039,425302114,0
1040,480830529,0
1041,1252902122745626624,0
1044,874489752,0
1045,1152611248653111296,0
1046,526309670,0
1056,189874068,0
1060,1145731357265580039,0
1061,1277321199870193665,0
1065,471117896,0
1068,25746502,0
1069,184810052,0
1070,49064905,0
1072,2844269242,0
1105,993717145,0
1106,1227754856,0
1108,461058052,0
1117,1121539277597356037,0
1124,193810402,0
1126,73083502,0
1128,65939345,0
1133,1233378734041858048,0
1137,852781370,0
1144,1880399689,0
1146,971365242847617024,0
1217,267727182,0
1218,1191000949,0
1219,1916734963,0
1220,2158569805,0
1221,3096367121,0
1222,978561286131810310,0
1223,702780595,0
1225,921002275497304064,0
1226,608014210,0
1232,245715438,0
1234,515585565,0
1235,467614669,0
1236,2377444536,0
1237,2373588490,0
1238,857753196,0
1239,1186334739520806912,0
1240,505923164,0
1241,82837121,0
1269,1039152966,0
1272,3586257136,0
1274,51182604,0
1287,1241795768,0
1289,3217859506,0
1293,602890445,0
1294,52408440,0
1295,846005966978142209,0
1298,2961876645,0
1312,718521357202558980,0
1313,1163553582488141824,0
1314,886252511753011201,0
1316,396443934,0
1317,1225400970,0
1318,1020104760882495488,0
1319,1336847760,0
1320,390652002,0
1322,1169962453,0
1332,770922053797089280,0
1334,967202967131652096,0
1336,2263675613,0
1337,2280789900,0
1340,1057929532416671744,0
1342,3028334391,0
1343,1186918640425328640,0
1361,483121574,0
1362,416469167,0
1364,482513993,0
1365,908283848,0
1366,528771794,0
1367,429360231,0
1368,1076119988707250176,0
1369,228322366,0
1370,878579374634782720,0
1372,1291016126391083009,0
1374,157340211,0
1375,1214991896491245569,0
1376,381589283,0
1377,482269855,0
1378,2365841904,0
1382,1472111659,0
1386,1040925727984689152,0
1389,1673946804,0
1392,416463579,0
1394,483925477,0
1395,268976468,0
1397,808531951,0
1403,974614259333246977,0
1410,618964794,0
1411,490695573,0
1413,796131837374500865,0
1416,453818050,0
1418,977290488528109571,0
1436,1158439627440689153,0
1437,853916380369956866,0
1456,977303592368508930,0
1457,1267834523645083650,0
1459,386574852,0
1464,1250758411203022848,0
1465,159760914,0
1467,945361711225298946,0
1477,1233445109250785280,0
1480,1499415128,0
1482,1894205886,0
1483,329937650,0
1512,410607239,0
1517,2700342192,0
1528,2763511049,0
1533,1051325084,0
1538,883099326,0
1539,349810156,0
1541,529219535,0
1543,729650436387540993,0
1544,1184210345931542528,0
1546,83041759,0
1547,20373953,0
1548,1074645200004358144,0
1549,396532368,0
1550,2787549467,0
1554,924067784,0
1568,799698834318360576,0
1583,218189326,0
1584,971666340049293312,0
1586,1255496329096290306,0
1593,828893045965856768,0
1594,1063926519163232257,0
1599,1110449609040687104,0
1600,337372191,0
1605,2781366593,0
1615,1007348984816562176,0
1616,470917335,0
1619,516504841,0
1624,469760654,0
1627,343406857,0
1628,2222783701,0
1644,1108462122172903425,0
1646,69067661,0
1647,2784622045,0
1648,2653216310,0
1654,627756711,0
1659,17508416,0
1666,1277273799340314624,0
1675,3424436500,0
1679,1286536202,0
1682,464213023,0
1683,2361085425,0
1684,4188023602,0
1685,966302477162303488,0
1686,3047990236,0
1687,2377247953,0
1695,3688803513,0
1703,218262671,0
1704,1219557223858343936,0
1707,1174806693714243588,0
1708,75588319,0
1709,425695309,0
1712,422042010,0
1715,477757835,0
1722,1556455656,0
1728,546877782,0
1729,2494551224,0
1730,3014575779,0
1753,797492340,0
1755,2956811146,0
1776,3613396888,0
1814,954090832965062657,0
1824,716642896200540160,0
1825,478574289,0
1826,1884203780,0
1829,548616993,0
1843,1058916510,0
1849,2708637336,0
1850,702089795,0
1851,3225835552,0
1853,1119260433687379968,0
1854,793192158316691456,0
1855,701508016101838848,0
1856,337234445,0
1857,105014063,0
1858,247899850,0
1859,94296425,0
1860,846414365708423176,0
1861,342947307,0
1863,943962348687159296,0
1870,579271577,0
1876,770967421540761600,0
1877,2365530941,0
1878,327471759,0
1884,699020578955661313,0
1887,405792460,0
1903,2326573022,0
1905,708404342991282176,0
1906,2431687868,0
1908,1141371238285271042,0
1914,149880470,0
1927,983029531,0
1929,820278757,0
1930,2759248436,0
1938,2760622125,0
1950,350260649,0
1951,1135103330357796864,0
1958,2544654537,0
1959,3436897611,0
1961,1324528566,0
1964,10611402,0
1965,768558101477875714,0
1966,3192165609,0
1967,472371311,0
1969,1077563294871969795,0
1971,2274949872,0
1976,136971453,0
1977,1170378459597684736,0
1984,24608545,0
1985,577458396,0
1990,950164877750013952,0
1991,473035394,0
1992,2856545477,0
1994,962692920171270144,0
2040,1052992465052028928,0
2041,2609290294,0
2043,485790549,0
2044,3046238775,0
2046,1153246139191386112,0
2047,2569507486,0
2051,967777770150522883,0
2053,1530871844,0
2089,131502557,0
2117,1057682683,0
2119,525862024,0
2124,116041610,0
2125,3619108397,0
2127,1106811425287270400,0
2129,2375216695,0
2130,3793676127,0
2149,452294805,0
2152,4884300231,0
2154,1261077500987355140,0
2155,1086700214,0
2164,1073842549,0
2165,1252900878,0
2167,1104026962857742336,0
2168,385604119,0
2171,57638453,0
2173,901848996456562690,0
2176,536244238,0
2179,378456413,0
2186,1023465239478710272,0
2191,2820480285,0
2192,1245687281467392000,0
2210,465821727,0
2217,1913966784,0
2218,1058087976213929984,0
2219,2986885877,0
2234,1077929629443375104,0
2238,1003535159319252993,0
2239,945407058,0
2242,2149879467,0
2243,3439299134,0
2244,1249276224,0
2245,1134810842132832256,0
2247,1042913262147436545,0
2248,1172741958,0
2249,236055365,0
2269,4242610336,0
2270,1635661050,0
2274,430906608,0
2275,1073355817,0
2312,924685830857379840,0
2313,961184737,0
2316,2536811147,0
2317,1039048494,0
2344,972904701888028674,0
2354,2987049641,0
2356,392561345,0
2359,1102225854317383681,0
2360,409337686,0
2362,1341254522,0
2364,980554072284647425,0
2365,176754984,0
2368,153328525,0
2370,805784088040841216,0
2379,3612812669,0
2385,1278442093686525953,0
2387,469759877,0
2388,1163368525039362049,0
2389,2817790524,0
2390,887680146106454019,0
2399,851456364,0
2402,719817768690786304,0
2414,958797849654853632,0
2420,1240817653,0
