,author.id,comunita
0,48318393,1
28,1042906497129361408,1
72,1027756003134263296,1
86,2595566549,1
154,491305039,1
157,198922852,1
161,470242115,1
213,1161191406,1
264,411197067,1
272,725968843563225088,1
285,452013510,1
326,2898227979,1
337,330554495,1
424,2357480471,1
426,2954454747,1
471,2332701113,1
517,845257288143290368,1
534,2330475915,1
537,1032724022411382784,1
559,1127998651006181385,1
563,2376808347,1
574,2872974977,1
604,2663921790,1
613,1169506849,1
653,968096617944506368,1
676,749529599252586496,1
680,517932775,1
707,1158758131448590336,1
744,1150751883566493696,1
776,1238391545138724864,1
778,1227200887,1
788,1069032661,1
789,1016249336903159808,1
815,1047780978104700928,1
820,907209567406358530,1
821,1405654166,1
848,1207964696445431808,1
852,1214986704492339206,1
937,504485813,1
941,361483811,1
958,2173750477,1
962,510097129,1
968,55026293,1
976,50651533,1
1005,1000117978220908544,1
1008,1240786200,1
1030,1236977519083114496,1
1073,1106992553004617730,1
1078,1095309559369998336,1
1083,1033488919,1
1099,1218897639359569921,1
1117,1177014283,1
1123,821879334,1
1149,2928096323,1
1176,2982883078,1
1183,961833858097332226,1
1198,1000843531286609920,1
1243,934815711683325953,1
1248,62285317,1
1330,359421043,1
1356,599039512,1
1432,626803701,1
1436,513444329,1
1486,401507232,1
1536,1362144619,1
1560,2715689925,1
1571,4160203479,1
1615,443821474,1
1618,831054785931571203,1
1630,1243966112750059520,1
1643,2351601439,1
1703,522667905,1
1712,416583838,1
1748,833352342791716865,1
1765,2902809855,1
1781,971816547898490881,1
1915,2716446892,1
1945,416439103,1
1975,3080186967,1
1991,801499650222129153,1
1998,3631495096,1
2051,211429477,1
2082,138159406,1
2096,1204310377728753664,1
2097,1387916838,1
2171,483995380,1
2182,2632275819,1
2184,3099826691,1
2235,1349467232,1
2264,2876249524,1
2326,1217992189,1
2338,979100648,1
2374,859500037981835264,1
2388,326183612,1
2403,207211184,1
2407,784724316181192704,1
2414,1251604929547993088,1
2427,600444803,1
2470,1166765394977275904,1
2488,825458049238368256,1
2498,827878978564345857,1
2512,1205734677312655360,1
2522,607338233,1
2542,1198658049688424450,1
2585,440247035,1
2687,1088748639349100544,1
2751,1206264680941006848,1
2768,744630860503199745,1
2781,1166400905299877890,1
2786,1001393058506854400,1
2838,1243862663991525377,1
2842,1034446975,1
2862,567083810,1
2897,48677821,1
2900,1002129280938205184,1
2907,2252899982,1
2975,4112466863,1
2997,817871813187342336,1
3008,398032197,1
3039,299780153,1
3049,523873119,1
3055,40455396,1
3062,1242149835848978432,1
3069,4832414692,1
3074,2885743858,1
3139,754616685370413056,1
3144,757989565600858112,1
3180,1072128337009627137,1
3198,892352003845836800,1
3211,385589834,1
3213,1136656067654557698,1
3226,946023379,1
3253,3004247111,1
3266,73504577,1
3282,1196554258688225280,1
3290,708318936513777664,1
3371,1633923900,1
3396,2906861035,1
